Link,Company,Title,Exp,Edu
https://www.jobkorea.co.kr/Recruit/GI_Read/41176430?Oem_Code=C1&logpath=1&stext=러시아&listno=,스마일게이트엔터테인먼트,인사행정지원 아르바이트 (Python 활용) 모집,신입,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40556621?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜위대한상상,[Python] Backend Developer (Python/Tech Lead/10년이상),경력10년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40818902?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜포이시스,"[본사/대구] Java / Python 활용 / Android/ios/ 금융솔루션 개발자 채용 공고(경력, 신입)",신입·경력,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/40787061?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜핸디소프트,[개발자채용] Python 신입/경력 모집,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41242348?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜유니포유,삼성전자 기흥 SCM Python 개발자 구인,경력8년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41264110?Oem_Code=C1&logpath=1&stext=러시아&listno=,행복추구 패러다임㈜kcms,여의도역 자산운용 DT 업무 운영 Python 경험자를 모집 합니다. (s00),경력6년↑,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41255520?Oem_Code=C1&logpath=1&stext=러시아&listno=,디시엘,(정자) aws python Lamda 개발자(3월중순부터),경력3년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41232110?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜디렉셔널,[Python] 데이터 엔지니어 (신입/경력) 채용,신입·경력,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41176617?Oem_Code=C1&logpath=1&stext=러시아&listno=,GS건설㈜,GS건설 신사업 및 인프라 분야 정규직 경력사원 모집,경력,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41258317?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜제스엔지니어링,[채용] C# S/W or Python 개발자 경력 우대,경력무관,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41074931?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜한국자격검정평가진흥원,2023년 상반기 정규직 채용,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41194155?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜슈피겐코리아,슈피겐코리아 채용연계형 인턴/경력 공개 채용,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41245998?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜하성씨앤아이,"[정자][개발][대기업] Jsp,HTML,Css,Python 개발자 모집",경력무관,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41196642?Oem_Code=C1&logpath=1&stext=러시아&listno=,셀트리온헬스케어,2023년도 각 부문별 채용 모집,신입·경력,
https://www.jobkorea.co.kr/Recruit/GI_Read/40573704?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜에프비인터내셔널,"[연봉3,000-5,000/복지좋음] FB인터내셔널 각분야 모집공고(생산관리/인사회계/제품기획/디자인/온라인판매관리)",신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41176396?Oem_Code=C1&logpath=1&stext=러시아&listno=,오디오갤러리,2023년 상반기 각 부문별 신입 및 경력 채용,신입·경력,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41173685?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜케이티앤지,2023년 상반기 KT&G 경력사원 채용,경력,
https://www.jobkorea.co.kr/Recruit/GI_Read/41249097?Oem_Code=C1&logpath=1&stext=러시아&listno=,인텍솔루션㈜,"제조) 생산SCM업무 UI개발 - Python, R, Javascript [ 기흥 / 중,고급 ]",경력6년↑,고졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41222616?Oem_Code=C1&logpath=1&stext=러시아&listno=,웅진식품㈜,2023 마케팅 전략기획&커뮤니케이션 (경력) 인재 영입,경력,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41212418?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜현대홈쇼핑,미디어커머스 C.I.C 직무별 상시채용,경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41236070?Oem_Code=C1&logpath=1&stext=러시아&listno=,이수정보㈜,"[광화문] 정부과제 프로젝트(python/초급,중급,고급)",경력무관,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41207559?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜이루다,2023년 상반기 각 분야별 신입/경력 직원모집,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41193069?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜와이티,"python,인공지능개발자 신입채용[정규직]",신입,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41212505?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜지에스아이오토모티브,python Data 전처리 업무 담당자 모집,경력무관,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41198141?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜허그랩,[백엔드] 파이썬 크롤러 개발자,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41229954?Oem_Code=C1&logpath=1&stext=러시아&listno=,행복쇼핑 주식회사,"REACT, PHP, PYTHON 개발자 채용",경력3년↑,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41129622?Oem_Code=C1&logpath=1&stext=러시아&listno=,기술좋은직업전문학교,[국비무료] 취업연계 교육(빅데이터&자바&파이썬),신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41129032?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜인실리코젠,파이썬(Python) 신입/경력 채용,경력무관,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41219914?Oem_Code=C1&logpath=1&stext=러시아&listno=,이노직업전문학교,"정보기술분야(HTML, CSS, JAVA, PYTHON) 야간 및 주말 훈련교사(강사) 채용",경력무관,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41201143?Oem_Code=C1&logpath=1&stext=러시아&listno=,인천구월그린컴퓨터아트학원,저녁주말 JAVA / 파이썬 강사님을 모집합니다.,경력무관,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41229978?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜더블엑스소프트,파이썬 개발자(Python Developer)가 필요해요,경력3년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41231860?Oem_Code=C1&logpath=1&stext=러시아&listno=,티에스엔랩㈜,DevOps/Python 개발자 채용,경력무관,고졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41135933?Oem_Code=C1&logpath=1&stext=러시아&listno=,공간정보기술㈜,공간정보기술㈜ Python QGIS 개발자 경력 채용,경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41199894?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜이연에프엔씨,2023년 각 부문별 수시 채용,신입·경력,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41204280?Oem_Code=C1&logpath=1&stext=러시아&listno=,JW홀딩스㈜,"JW그룹 2023년 2차 대졸 신입/경력 정규직 정기채용 [영업/마케팅, R&D, 관리]",신입·경력,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41230027?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜미래지기,"오픈소스 분석 및 개발 (Python, MongoDB, 방배역, 3개월이상 장기)",경력8년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41196642?Oem_Code=C1&logpath=1&stext=러시아&listno=,셀트리온헬스케어,2023년도 각 부문별 채용 모집,신입·경력,
https://www.jobkorea.co.kr/Recruit/GI_Read/41191272?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜메트릭스,AI 엔지니어 채용 공고[python],경력무관,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41203263?Oem_Code=C1&logpath=1&stext=러시아&listno=,Naver I&S㈜,Naver I&S㈜ 및 자회사 각 부문 신입/경력 수시 채용,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41217352?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜상상할수없는,파이썬 개발자 모집 채용,경력무관,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41137075?Oem_Code=C1&logpath=1&stext=러시아&listno=,현대자동차㈜,현대자동차 인사실 경력 채용,경력,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41213604?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜우양,각 부문별 정규직 사원 모집 - (해외영업/산업안전보건/공무/생산OP/물류/회계/환경관리부),신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41177990?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜알체라,파이썬 스크립터 (Python Scripter) 모집,신입·경력,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41191992?Oem_Code=C1&logpath=1&stext=러시아&listno=,SK이노베이션,2023년 상반기 SK이노베이션 계열 경력채용,경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41151393?Oem_Code=C1&logpath=1&stext=러시아&listno=,헬리오센,헬리오센(주) Python 응용S/W 개발자 경력 채용,경력2년↑,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41173633?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜포스코케미칼,2023년 상반기 포스코케미칼 생산기술직(현장근무) 신입사원(채용형 인턴) 채용/직업훈련생 선발,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40819663?Oem_Code=C1&logpath=1&stext=러시아&listno=,에스디바이오센서㈜,2022년 하반기 공개채용,신입·경력,고졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41212872?Oem_Code=C1&logpath=1&stext=러시아&listno=,이젠컴퓨터아카데미,자바(Java)기반 정보기술/파이썬/스프링/리엑트/반응형 웹/ 풀스택 강사구인,경력2년↑,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41165277?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜디토나인,(주)디토나인ㅣ파이썬 웹 개발 경력자 채용,경력5년↑,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41081739?Oem_Code=C1&logpath=1&stext=러시아&listno=,H그린파워㈜,[현대차그룹] 2023년 에이치그린파워 2회차 공개채용,경력,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41149506?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜하이미디어컴퓨터디자인학원,하이미디어컴퓨터디자인학원(일산점) java강사를 모십니다(Java & Python을 활용한 빅데이터 서비스 개발자 양성 과정)),경력무관,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41172395?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜경포씨엔씨,"(중-고급/광화문/종각역/보험사)Under-Bot, Python 개발자, DjangoFrameWork",경력6년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41243885?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜앤씨앤,"[앤씨앤/넥스트칩]2023년 3월 연구소, 영업마케팅 각 부문 신입/경력 모집",신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41243689?Oem_Code=C1&logpath=1&stext=러시아&listno=,교보정보통신,[교보정보통신] IT사업 부문별 경력사원 모집 (사업 확장에 따른 인재 채용),경력2년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41074931?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜한국자격검정평가진흥원,2023년 상반기 정규직 채용,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41201693?Oem_Code=C1&logpath=1&stext=러시아&listno=,솔브레인홀딩스㈜,솔브레인 해외주재원 인력 모집,경력무관,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41203263?Oem_Code=C1&logpath=1&stext=러시아&listno=,Naver I&S㈜,Naver I&S㈜ 및 자회사 각 부문 신입/경력 수시 채용,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41244146?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜푸드나무,[푸드나무] 랭킹닭컴 ERP 운영 및 내부 프로세스 효율화 담당자 채용 (경력),경력2년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41227636?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜이지서티,[경력/정규직] (주)이지서티 플랫폼개발자 채용,신입·경력,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41226587?Oem_Code=C1&logpath=1&stext=러시아&listno=,메가스터디교육㈜,[메가스터디교육] 고등이러닝 입시서비스팀 데이터파트 채용,신입·경력1년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/34208668?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜우아한형제들,각 부문별 경력/신입 인재영입,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41192184?Oem_Code=C1&logpath=1&stext=러시아&listno=,대림비앤코㈜,[대림바스] 부문별 신입 및 경력사원 채용,신입·경력,고졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41207901?Oem_Code=C1&logpath=1&stext=러시아&listno=,한국지역난방기술,2023년도 신입 및 경력직원 공개채용,신입·경력,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41239273?Oem_Code=C1&logpath=1&stext=러시아&listno=,위메이드,데이터 엔지니어,경력3년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41234360?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜위메프,[위메프서비스] DBA,경력3년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41238066?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜위메프,[위메프서비스] Data Analyst,경력3년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41225500?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜인라이플,[주4.5일근무] (JAVA) Senior Back end Developer 인재채용,경력6년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41231368?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜엔씨소프트,[엔씨소프트] NLP Research 분야 수시(3차) 모집,경력2년↑,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41240154?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜한길아이티,응용 SW 개발 / 영업관리 신입/경력사원 공개채용,신입·경력,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41222820?Oem_Code=C1&logpath=1&stext=러시아&listno=,아이투맥스,[Salesforce/업계 1위] 데이터 분석/시각화(Tableau/태블로 등) 경력직(5년 이상),경력5년↑,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41102935?Oem_Code=C1&logpath=1&stext=러시아&listno=,세종문화회관,2023년 사무국 일반직 공개채용,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41226245?Oem_Code=C1&logpath=1&stext=러시아&listno=,한진정보통신㈜,[한진정보통신] 대한항공 홈페이지 Front-end 개발자 모집,경력3년↑,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41230744?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜이글루코퍼레이션,데이터 수집 개발 및 빅 데이터/사이버 위협 분석 채용,신입·경력1년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41194155?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜슈피겐코리아,슈피겐코리아 채용연계형 인턴/경력 공개 채용,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41238767?Oem_Code=C1&logpath=1&stext=러시아&listno=,한일네트웍스㈜,한일네트웍스 웹개발자 채용(경력),경력4년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41226211?Oem_Code=C1&logpath=1&stext=러시아&listno=,한진정보통신㈜,[한진정보통신] 대한항공 홈페이지 Back-end 개발자 모집,경력3년↑,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41233473?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜스마일게이트홀딩스,[스마일게이트 홀딩스] [데이터플랫폼] 데이터 엔지니어 담당,경력4년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41212418?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜현대홈쇼핑,미디어커머스 C.I.C 직무별 상시채용,경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41242603?Oem_Code=C1&logpath=1&stext=러시아&listno=,(주)마이셀럽스,[마이셀럽스] 데이터 사이언티스트(NLP) 정규직 채용,경력6년↑,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41228093?Oem_Code=C1&logpath=1&stext=러시아&listno=,메가스터디교육㈜,[메가스터디교육] 러셀개발팀 웹개발자 채용,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41215501?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜경동나비엔,2023년 경동 상반기 관리/기술직 공개 채용,신입·경력,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41238749?Oem_Code=C1&logpath=1&stext=러시아&listno=,한일네트웍스㈜,한일네트웍스 안드로이드 앱 개발자 채용(경력),경력3년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40744100?Oem_Code=C1&logpath=1&stext=러시아&listno=,미래융합교육원,"인공지능, 빅데이터, IoT 분야 (자바,파이썬) 강사 모집",경력3년↑,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/40678130?Oem_Code=C1&logpath=1&stext=러시아&listno=,이젠아카데미컴퓨터학원,파이썬 저녁반/주말반(2월개강) 강사님을 모십니다.,신입·경력1년↑,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/40760915?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜피디정보통신,Python Back-End 프로그래머 모집,경력무관,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40748270?Oem_Code=C1&logpath=1&stext=러시아&listno=,이젠아이티(IT)아카데미학원,"기업출강 강사 구인(파이썬, R, 머신러닝, 딥러닝, 자연어 처리)",경력5년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40680283?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜에이시지알,"[경력] 풀스택 (Javascript/React, Node.js/Python) 개발자 모집",경력3년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40659604?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈔스마트융합기술인재개발원,"UI/UX, 웹퍼블리셔, 자바 웹프로그래밍, 파이썬, R, 빅 데이터, AI, 안드로이드, 컴퓨터비전, 영상 Process, 클라우드, 인공지능, 딥러닝 강사 모집",경력12년↑,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/40679767?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜유스바이오글로벌,의료영상 개발자 모집(Python),신입·경력1년↑,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/40728760?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜로보그램,교육용 SW개발에 참여할 초급개발자(파이썬.opencv.텐서플로우가능)를 찾습니다,경력무관,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41192184?Oem_Code=C1&logpath=1&stext=러시아&listno=,대림비앤코㈜,[대림바스] 부문별 신입 및 경력사원 채용,신입·경력,고졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/40723986?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜펫이지,개발자(PHP/Python/My SQL 등) 모집,신입·경력,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/40686358?Oem_Code=C1&logpath=1&stext=러시아&listno=,에스티엔인포텍,"[경력] Web 개발/서버 개발자 모집(SpringBoot,, Java, Python)",경력3년↑,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/40572975?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜한국아이티전문학원,"프로그래밍(JAVA, Python) / 디자인 / OA 분야 시간강사 채용",신입·경력1년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40595658?Oem_Code=C1&logpath=1&stext=러시아&listno=,탐시스텍,검사관련 응용프로그램 개발직 C# C++ Python,경력5년↑,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41215925?Oem_Code=C1&logpath=1&stext=러시아&listno=,온라인팜㈜,[한미약품 관계사] 2023년 온라인팜 각 부문 신입/경력 채용,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40556690?Oem_Code=C1&logpath=1&stext=러시아&listno=,시스메틱,백엔드 엔지니어 모집(Python/Javascript),경력3년↑,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/40579142?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜네오넥스,"글로벌 거래소 플랫폼 개발자 채용 (Java Spring, Python, Vue.js, DevOps)",경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40575223?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜에스에프테크놀로지,"웹 자바, 파이썬 경력 개발자 구인(경력 및 신입)",경력2년↑,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/40556380?Oem_Code=C1&logpath=1&stext=러시아&listno=,두타위즈,"JAVA, Python 웹 개발 신입/경력 사원 모집",신입·경력,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41138222?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜지아이티,현대자동차 그룹사 (주)지아이티 상반기 대규모 수시 채용 (경력/신입),신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41137998?Oem_Code=C1&logpath=1&stext=러시아&listno=,디만트코리아㈜,덴마크 의료기기 대표 기업 2023년 상반기 공개 채용,신입·경력,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/40556550?Oem_Code=C1&logpath=1&stext=러시아&listno=,메가스터디아이티아카데미신촌학원,"[메가스터디IT아카데미] 프로그래밍, C언어, JAVA, Python 강사채용",경력3년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40578941?Oem_Code=C1&logpath=1&stext=러시아&listno=,디비디스커버코리아,Python개발자/Machine Vision/이미지분석/Text 분석,경력3년↑,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/40536696?Oem_Code=C1&logpath=1&stext=러시아&listno=,치얼업코리아㈜,"[치코마켓] 개발직 ( Python, RPA ) 채용 공고",경력,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41176617?Oem_Code=C1&logpath=1&stext=러시아&listno=,GS건설㈜,GS건설 신사업 및 인프라 분야 정규직 경력사원 모집,경력,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41118922?Oem_Code=C1&logpath=1&stext=러시아&listno=,한국해양과학기술원 부설 극지연구소,2023년 대한민국 남극과학기지 월동연구대 모집 공고,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40797077?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜선양그룹,데이터 라벨링 업무 (초보자 가능) / 서울강남 교육 후 재택근무 가능,경력무관,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41212220?Oem_Code=C1&logpath=1&stext=러시아&listno=,버거킹 (㈜비케이알),2023년 4차 [신입&경력&희망3040] 정규직 운영관리직(Manager)채용,신입·경력,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/40564010?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜아이티존,"[경력&신입]빅데이터솔루션개발-Python,Java(정규직)",신입·경력2년↑,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41135939?Oem_Code=C1&logpath=1&stext=러시아&listno=,씨앤제이컴퍼니,여기서같이일하자 (정규직/월250이상/중식제공),경력무관,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40854328?Oem_Code=C1&logpath=1&stext=러시아&listno=,기아㈜,각 부문 신입/경력직 채용,신입·경력,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41206906?Oem_Code=C1&logpath=1&stext=러시아&listno=,오상자이엘 ㈜,"프로그래머(JAVA, Python, Oracle SQL) 및 PL, PM 모집",경력무관,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41176430?Oem_Code=C1&logpath=1&stext=러시아&listno=,스마일게이트엔터테인먼트,인사행정지원 아르바이트 (Python 활용) 모집,신입,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41205301?Oem_Code=C1&logpath=1&stext=러시아&listno=,브이엠에스솔루션스,[2월 채용] Python 개발자(프리랜서),경력3년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41173655?Oem_Code=C1&logpath=1&stext=러시아&listno=,링크제니시스,차량용 SW Test 자동화 개발(Python) 및 검증,신입·경력,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41169941?Oem_Code=C1&logpath=1&stext=러시아&listno=,교육지대㈜,TechLab Python 개발자 채용,경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40577269?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜인피닉,연구소 JAVA / PYTHON 신입 개발자 모집,신입,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40979302?Oem_Code=C1&logpath=1&stext=러시아&listno=,휴먼교육센터,[전액무료] IT취업 자바/파이썬/인공지능/빅데이터 교육생 모집,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/41258317?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜제스엔지니어링,[채용] C# S/W or Python 개발자 경력 우대,경력무관,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/40787061?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜핸디소프트,[개발자채용] Python 신입/경력 모집,신입·경력,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40482281?Oem_Code=C1&logpath=1&stext=러시아&listno=,한국직업전문학교,"빅데이터 플랫폼 응용 SW개발자 양성 과정 (Java, Python) 교육과정 강사모집",경력2년↑,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41232514?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜이글루코퍼레이션,연구소 IT개발(서버/백엔드/프론트엔드/Python/웹 퍼블리셔/QA 엔지니어) 대규모 채용,신입·경력1년↑,학력무관
https://www.jobkorea.co.kr/Recruit/GI_Read/40818902?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜포이시스,"[본사/대구] Java / Python 활용 / Android/ios/ 금융솔루션 개발자 채용 공고(경력, 신입)",신입·경력,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41264110?Oem_Code=C1&logpath=1&stext=러시아&listno=,행복추구 패러다임㈜kcms,여의도역 자산운용 DT 업무 운영 Python 경험자를 모집 합니다. (s00),경력6년↑,초대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41232110?Oem_Code=C1&logpath=1&stext=러시아&listno=,㈜디렉셔널,[Python] 데이터 엔지니어 (신입/경력) 채용,신입·경력,대졸↑
https://www.jobkorea.co.kr/Recruit/GI_Read/41249097?Oem_Code=C1&logpath=1&stext=러시아&listno=,인텍솔루션㈜,"제조) 생산SCM업무 UI개발 - Python, R, Javascript [ 기흥 / 중,고급 ]",경력6년↑,고졸↑
